Timestamp,MON1 CL DDM (ｵA),MON1 CL RF (dB),MON1 DS DDM (ｵA),MON1 DS RF (dB),MON1 NF DDM (ｵA),MON1 NF RF (dB),MON1 CLR DDM (ｵA),MON1 CLR RF (dB)
2022-03-05 17:41:31,2.31,0.31,0.87,0.29,-0.58,0.08,2.89,0.34
2022-03-05 17:46:31,2.31,0.32,1.16,0.29,-0.29,0.09,2.89,0.34
2022-03-05 17:51:32,2.31,0.32,1.16,0.29,-0.29,0.09,2.89,0.34
2022-03-05 17:56:32,2.31,0.32,0.87,0.29,-0.58,0.09,3.18,0.34
2022-03-05 18:01:33,2.31,0.32,0.87,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:06:33,2.31,0.32,0.87,0.29,-0.58,0.09,3.18,0.34
2022-03-05 18:11:33,2.31,0.32,1.16,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:16:33,2.31,0.32,1.16,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:21:34,2.31,0.32,0.87,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:26:34,2.31,0.32,1.16,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:31:34,2.31,0.32,1.16,0.29,-0.58,0.09,2.89,0.34
2022-03-05 18:36:35,2.31,0.32,1.16,0.29,-0.58,0.10,2.89,0.35
2022-03-05 18:41:35,2.31,0.32,0.87,0.29,-0.58,0.10,2.89,0.35
2022-03-05 18:46:35,2.31,0.32,1.16,0.29,-0.58,0.10,2.89,0.35
2022-03-05 18:51:35,2.31,0.32,1.16,0.30,-0.58,0.10,3.18,0.35
2022-03-05 18:56:35,2.31,0.33,0.87,0.30,-0.58,0.10,2.89,0.35
2022-03-05 19:01:36,2.31,0.33,1.16,0.30,-0.58,0.10,3.18,0.35
2022-03-05 19:06:35,2.31,0.33,0.87,0.31,-0.58,0.10,3.18,0.35
2022-03-05 19:11:35,2.31,0.34,0.87,0.31,-0.58,0.11,2.89,0.35
2022-03-05 19:16:36,2.31,0.34,0.87,0.31,-0.58,0.11,3.18,0.35
2022-03-05 19:21:36,2.31,0.34,1.16,0.31,-0.58,0.11,3.18,0.35
2022-03-05 19:26:37,2.02,0.34,0.87,0.32,-0.58,0.11,2.60,0.36
2022-03-05 19:31:37,2.02,0.35,0.87,0.32,-0.58,0.12,2.60,0.37
2022-03-05 19:36:37,2.02,0.35,0.87,0.32,-0.87,0.12,2.60,0.37
2022-03-05 19:41:37,2.02,0.35,0.87,0.32,-0.87,0.12,2.60,0.37
2022-03-05 19:46:38,2.02,0.35,0.87,0.33,-0.87,0.12,2.60,0.38
2022-03-05 19:51:39,2.02,0.35,0.87,0.33,-0.58,0.13,2.60,0.38
2022-03-05 19:56:39,1.74,0.35,1.16,0.33,-0.87,0.13,2.60,0.38
2022-03-05 20:01:39,2.02,0.36,1.16,0.34,-0.58,0.13,2.60,0.38
2022-03-05 20:06:39,2.02,0.36,0.87,0.34,-0.87,0.13,2.60,0.38
2022-03-05 20:11:39,2.02,0.36,0.87,0.34,-0.58,0.13,2.31,0.38
2022-03-05 20:16:39,2.02,0.36,0.87,0.34,-0.87,0.13,2.60,0.38
2022-03-05 20:21:39,2.02,0.36,0.87,0.34,-0.87,0.13,2.60,0.39
2022-03-05 20:26:39,2.02,0.36,0.87,0.34,-0.87,0.13,2.60,0.39
2022-03-05 20:31:40,2.02,0.36,1.16,0.34,-0.87,0.13,2.60,0.39
2022-03-05 20:36:40,2.02,0.36,0.87,0.34,-0.58,0.13,2.60,0.39
2022-03-05 20:41:41,2.02,0.36,0.87,0.34,-0.87,0.13,2.60,0.39
2022-03-05 20:46:41,2.31,0.37,0.87,0.34,-0.58,0.13,2.60,0.39
2022-03-05 20:51:42,2.02,0.37,0.87,0.35,-0.87,0.13,2.60,0.39
2022-03-05 20:56:42,2.31,0.37,0.87,0.35,-0.58,0.13,2.31,0.39
2022-03-05 21:01:42,2.02,0.37,0.58,0.35,-0.87,0.13,2.60,0.40
2022-03-05 21:06:43,2.31,0.37,0.87,0.35,-0.87,0.13,2.31,0.40
2022-03-05 21:11:44,2.02,0.37,0.87,0.35,-0.87,0.14,2.60,0.40
2022-03-05 21:16:44,2.02,0.38,0.87,0.35,-0.58,0.14,2.60,0.40
2022-03-05 21:21:45,2.31,0.38,0.87,0.35,-0.87,0.14,2.60,0.40
2022-03-05 21:26:45,2.02,0.38,0.87,0.35,-0.87,0.14,2.60,0.40
2022-03-05 21:31:45,2.02,0.38,0.87,0.35,-1.16,0.14,2.60,0.41
2022-03-05 21:36:45,2.31,0.38,0.87,0.35,-0.87,0.14,2.60,0.41
2022-03-05 21:41:46,2.31,0.38,1.16,0.35,-1.16,0.14,2.60,0.41
2022-03-05 21:46:46,2.02,0.38,0.87,0.35,-1.16,0.14,2.60,0.41
2022-03-05 21:51:46,2.31,0.38,0.87,0.35,-1.16,0.14,2.60,0.41
2022-03-05 21:56:47,2.02,0.38,0.87,0.35,-1.16,0.14,2.60,0.41
2022-03-05 22:01:48,2.02,0.38,0.58,0.35,-1.16,0.14,2.60,0.41
2022-03-05 22:06:48,2.31,0.38,0.87,0.35,-1.16,0.14,2.60,0.41
2022-03-05 22:11:48,2.02,0.38,0.87,0.36,-1.16,0.14,2.60,0.41
2022-03-05 22:16:49,2.31,0.38,0.87,0.36,-0.87,0.14,2.31,0.41
2022-03-05 22:21:49,2.02,0.38,0.87,0.36,-0.87,0.14,2.60,0.41
2022-03-05 22:26:49,2.31,0.38,0.87,0.36,-0.87,0.14,2.60,0.41
2022-03-05 22:31:50,2.31,0.39,0.87,0.36,-0.87,0.14,2.31,0.41
2022-03-05 22:36:50,2.02,0.38,0.87,0.36,-0.87,0.13,2.60,0.41
2022-03-05 22:41:51,2.31,0.38,0.87,0.36,-0.87,0.13,2.60,0.41
2022-03-05 22:46:51,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.41
2022-03-05 22:51:51,2.31,0.39,0.87,0.36,-0.87,0.13,2.31,0.41
2022-03-05 22:56:51,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.41
2022-03-05 23:01:52,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:06:53,2.02,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:11:53,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:16:53,2.02,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:21:53,2.31,0.39,0.87,0.36,-0.87,0.13,2.31,0.42
2022-03-05 23:26:53,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:31:54,2.31,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:36:54,2.02,0.39,0.87,0.36,-0.87,0.13,2.60,0.42
2022-03-05 23:41:55,2.02,0.39,0.58,0.36,-0.87,0.12,2.60,0.42
2022-03-05 23:46:55,2.31,0.39,0.87,0.36,-0.87,0.12,2.60,0.42
2022-03-05 23:51:56,2.02,0.39,0.87,0.36,-0.87,0.12,2.60,0.42
2022-03-05 23:56:56,2.31,0.39,0.87,0.37,-0.87,0.12,2.31,0.42
2022-03-06 00:01:56,2.02,0.39,0.87,0.37,-0.87,0.12,2.60,0.42
2022-03-06 00:06:56,2.31,0.39,1.16,0.37,-0.87,0.12,2.31,0.42
2022-03-06 00:11:56,2.31,0.39,0.58,0.37,-1.16,0.12,2.31,0.42
2022-03-06 00:16:57,2.02,0.39,0.87,0.37,-0.87,0.11,2.60,0.42
2022-03-06 00:21:56,2.31,0.39,0.87,0.37,-1.16,0.11,2.31,0.42
2022-03-06 00:26:57,2.31,0.39,0.87,0.37,-0.87,0.11,2.31,0.42
2022-03-06 00:31:57,2.02,0.39,1.16,0.37,-0.87,0.11,2.60,0.42
2022-03-06 00:36:57,2.02,0.39,0.87,0.37,-0.87,0.11,2.60,0.42
2022-03-06 00:41:57,2.02,0.40,0.58,0.37,-0.87,0.11,2.60,0.42
2022-03-06 00:46:57,2.02,0.40,0.87,0.38,-0.87,0.11,2.31,0.42
2022-03-06 00:51:58,2.02,0.40,0.87,0.38,-0.87,0.11,2.60,0.43
2022-03-06 00:56:58,2.02,0.40,0.87,0.38,-0.87,0.11,2.60,0.43
2022-03-06 01:01:59,2.02,0.40,0.87,0.38,-0.87,0.10,2.60,0.43
2022-03-06 01:07:00,2.02,0.40,0.87,0.38,-0.87,0.10,2.60,0.42
2022-03-06 01:12:00,2.31,0.40,0.87,0.38,-0.87,0.10,2.60,0.43
2022-03-06 01:17:00,2.31,0.40,0.87,0.38,-0.87,0.10,2.60,0.43
2022-03-06 01:22:00,2.02,0.40,0.87,0.38,-0.87,0.10,2.60,0.43
2022-03-06 01:27:00,2.02,0.40,0.87,0.38,-1.16,0.10,2.60,0.43
2022-03-06 01:32:01,2.31,0.40,0.87,0.38,-1.16,0.10,2.60,0.43
2022-03-06 01:37:01,2.02,0.41,0.87,0.38,-1.16,0.10,2.60,0.43
2022-03-06 01:42:01,2.31,0.41,0.87,0.38,-1.16,0.10,2.31,0.43
2022-03-06 01:47:02,2.31,0.41,0.87,0.38,-1.16,0.10,2.31,0.43
2022-03-06 01:52:02,2.02,0.41,0.87,0.38,-1.16,0.10,2.31,0.43
2022-03-06 01:57:02,2.02,0.41,0.87,0.38,-1.45,0.10,2.60,0.43
2022-03-06 02:02:02,2.02,0.41,0.87,0.38,-1.16,0.09,2.60,0.43
2022-03-06 02:07:02,2.02,0.41,0.87,0.38,-1.45,0.09,2.60,0.43
2022-03-06 02:12:03,2.02,0.41,0.87,0.38,-1.16,0.09,2.60,0.43
2022-03-06 02:17:04,2.02,0.41,0.87,0.38,-1.16,0.09,2.60,0.43
2022-03-06 02:22:04,2.02,0.41,1.16,0.38,-1.45,0.09,2.31,0.43
2022-03-06 02:27:04,2.31,0.41,0.58,0.38,-1.16,0.09,2.31,0.43
2022-03-06 02:32:05,2.02,0.41,0.58,0.38,-1.45,0.08,2.31,0.43
2022-03-06 02:37:05,2.31,0.41,0.58,0.38,-1.45,0.08,2.31,0.43
2022-03-06 02:42:05,2.02,0.41,0.58,0.39,-1.45,0.08,2.31,0.43
2022-03-06 02:47:06,2.02,0.41,0.87,0.39,-1.16,0.08,2.60,0.43
2022-03-06 02:52:06,2.02,0.41,1.16,0.39,-1.45,0.08,2.60,0.43
2022-03-06 02:57:06,2.02,0.41,0.87,0.39,-1.45,0.08,2.60,0.43
2022-03-06 03:02:07,2.31,0.41,0.87,0.39,-1.45,0.08,2.31,0.43
2022-03-06 03:07:07,2.02,0.41,0.87,0.39,-1.45,0.08,2.60,0.43
2022-03-06 03:12:07,2.31,0.41,0.58,0.39,-1.74,0.08,2.60,0.43
2022-03-06 03:17:07,2.02,0.41,0.87,0.39,-1.74,0.08,2.60,0.43
2022-03-06 03:22:07,2.02,0.41,0.87,0.39,-1.45,0.08,2.60,0.43
2022-03-06 03:27:08,2.02,0.41,0.58,0.39,-1.74,0.07,2.60,0.43
2022-03-06 03:32:08,2.31,0.41,0.87,0.39,-1.74,0.07,2.60,0.43
2022-03-06 03:37:08,2.31,0.41,0.87,0.38,-1.74,0.07,2.60,0.43
2022-03-06 03:42:08,2.02,0.41,0.87,0.38,-1.45,0.07,2.60,0.43
2022-03-06 03:47:09,2.02,0.41,0.87,0.39,-1.74,0.06,2.60,0.43
2022-03-06 03:52:09,2.31,0.41,0.87,0.38,-1.74,0.06,2.60,0.43
2022-03-06 03:57:09,2.02,0.41,0.87,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:02:10,2.02,0.41,0.87,0.39,-1.74,0.07,2.60,0.43
2022-03-06 04:07:10,2.02,0.41,1.16,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:12:11,2.31,0.41,0.87,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:17:11,2.02,0.41,0.87,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:22:11,2.02,0.41,1.16,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:27:12,2.31,0.41,0.87,0.39,-2.02,0.06,2.31,0.43
2022-03-06 04:32:12,2.02,0.42,0.87,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:37:13,2.02,0.42,0.87,0.39,-2.02,0.06,2.60,0.43
2022-03-06 04:42:13,2.02,0.42,0.87,0.39,-2.31,0.06,2.60,0.43
2022-03-06 04:47:14,2.02,0.42,0.87,0.39,-2.31,0.06,2.89,0.43
2022-03-06 04:52:14,2.02,0.42,0.87,0.39,-2.31,0.06,2.60,0.43
2022-03-06 04:57:14,2.02,0.42,0.87,0.39,-2.60,0.05,2.89,0.43
2022-03-06 05:02:15,2.02,0.42,0.87,0.39,-2.31,0.05,2.60,0.43
2022-03-06 05:07:15,2.02,0.42,1.16,0.39,-2.31,0.05,2.31,0.43
2022-03-06 05:12:15,2.02,0.42,0.58,0.39,-2.60,0.05,2.60,0.43
2022-03-06 05:17:15,2.31,0.42,0.58,0.39,-2.31,0.05,2.31,0.43
2022-03-06 05:22:16,2.31,0.42,0.58,0.39,-2.60,0.05,2.31,0.43
2022-03-06 05:27:16,2.02,0.42,0.87,0.39,-2.60,0.05,2.60,0.43
2022-03-06 05:32:17,2.02,0.42,0.87,0.39,-2.60,0.04,2.60,0.43
2022-03-06 05:37:17,2.02,0.42,0.87,0.39,-2.89,0.05,2.60,0.43
2022-03-06 05:42:18,2.02,0.42,0.87,0.39,-2.89,0.04,2.60,0.43
2022-03-06 05:47:18,2.02,0.42,0.87,0.39,-2.89,0.05,2.60,0.43
2022-03-06 05:52:18,2.02,0.42,0.87,0.39,-2.89,0.04,2.31,0.43
2022-03-06 05:57:19,2.02,0.42,0.87,0.39,-2.89,0.04,2.60,0.43
2022-03-06 06:02:20,1.74,0.42,0.87,0.39,-2.89,0.05,2.60,0.43
2022-03-06 06:07:20,2.02,0.42,0.87,0.39,-2.89,0.04,2.31,0.43
2022-03-06 06:12:20,2.02,0.42,0.87,0.39,-3.18,0.04,2.60,0.43
2022-03-06 06:17:20,2.02,0.42,0.87,0.39,-3.18,0.04,2.60,0.43
2022-03-06 06:22:20,2.02,0.42,0.87,0.39,-3.18,0.04,2.60,0.43
2022-03-06 06:27:20,2.02,0.42,1.16,0.39,-3.47,0.04,2.60,0.43
2022-03-06 06:32:21,2.02,0.42,0.87,0.39,-3.18,0.03,2.60,0.43
2022-03-06 06:37:21,1.74,0.42,0.87,0.39,-3.76,0.03,2.60,0.43
2022-03-06 06:42:21,2.02,0.41,0.87,0.39,-3.47,0.02,2.60,0.43
2022-03-06 06:47:21,1.74,0.41,0.87,0.39,-3.76,0.02,2.89,0.43
2022-03-06 06:52:21,2.02,0.41,0.87,0.39,-3.47,0.02,2.31,0.43
2022-03-06 06:57:21,2.02,0.42,0.58,0.39,-3.47,0.02,2.31,0.43
2022-03-06 07:02:21,1.74,0.42,0.87,0.40,-3.76,0.03,2.31,0.44
2022-03-06 07:07:21,2.02,0.42,0.87,0.39,-4.05,0.01,2.31,0.43
2022-03-06 07:12:21,2.02,0.41,0.58,0.38,-3.76,0.00,2.31,0.43
2022-03-06 07:17:22,2.02,0.41,0.87,0.38,-3.76,0.00,2.31,0.42
2022-03-06 07:22:22,2.02,0.41,0.58,0.38,-3.76,0.00,2.31,0.42
2022-03-06 07:27:22,2.02,0.40,0.87,0.38,-4.05,-0.03,2.31,0.42
2022-03-06 07:32:23,2.02,0.40,1.16,0.37,-4.05,-0.00,2.60,0.42
2022-03-06 07:37:23,2.02,0.39,0.87,0.37,-4.05,-0.00,2.31,0.42
2022-03-06 07:42:23,2.02,0.40,0.87,0.37,-4.05,-0.01,2.31,0.42
2022-03-06 07:47:23,2.02,0.39,0.87,0.37,-4.34,0.00,2.31,0.42
2022-03-06 07:52:23,2.31,0.39,0.87,0.36,-4.34,-0.00,2.31,0.41
2022-03-06 07:57:24,2.02,0.38,0.87,0.36,-4.34,0.00,2.31,0.41
2022-03-06 08:02:24,2.02,0.38,0.87,0.36,-4.63,0.00,2.31,0.41
2022-03-06 08:07:24,2.02,0.38,0.87,0.36,-4.92,0.00,2.31,0.40
2022-03-06 08:12:25,2.02,0.38,0.87,0.35,-4.92,0.00,2.31,0.40
2022-03-06 08:17:25,2.31,0.38,0.58,0.36,-5.21,0.00,1.74,0.41
2022-03-06 08:22:26,2.02,0.38,0.87,0.35,-5.50,0.01,2.02,0.40
2022-03-06 08:27:26,2.02,0.37,0.58,0.35,-5.78,0.02,1.74,0.39
2022-03-06 08:32:27,2.02,0.37,0.87,0.35,-5.78,0.02,1.74,0.39
2022-03-06 08:37:27,2.02,0.36,0.87,0.34,-5.78,0.02,1.74,0.39
2022-03-06 08:42:27,1.74,0.36,0.87,0.34,-6.07,0.03,2.02,0.38
2022-03-06 08:47:27,2.02,0.35,0.87,0.33,-6.07,0.03,1.74,0.38
2022-03-06 08:52:28,2.02,0.35,0.87,0.32,-6.07,0.03,2.02,0.37
2022-03-06 08:57:28,2.02,0.34,1.16,0.31,-6.07,0.03,2.02,0.36
2022-03-06 09:02:29,2.02,0.32,0.87,0.30,-6.36,0.03,2.60,0.35
2022-03-06 09:07:29,2.31,0.31,0.87,0.28,-6.36,0.03,2.60,0.33
2022-03-06 09:12:29,2.31,0.30,0.87,0.27,-6.36,0.04,2.89,0.32
2022-03-06 09:17:30,2.31,0.29,1.16,0.26,-6.36,0.05,3.18,0.31
2022-03-06 09:22:30,2.31,0.29,1.16,0.26,-6.36,0.06,2.89,0.32
2022-03-06 09:27:30,2.31,0.29,0.87,0.27,-6.36,0.07,2.60,0.32
2022-03-06 09:32:30,2.31,0.30,0.87,0.27,-6.65,0.08,2.60,0.32
2022-03-06 09:37:31,2.31,0.29,0.87,0.27,-6.07,0.08,2.60,0.32
2022-03-06 09:42:32,2.31,0.29,0.87,0.26,-6.36,0.10,2.60,0.32
2022-03-06 09:47:32,2.31,0.29,0.87,0.26,-6.36,0.11,2.60,0.32
2022-03-06 09:52:32,2.31,0.29,1.16,0.26,-6.36,0.11,2.89,0.32
2022-03-06 09:57:33,2.31,0.29,1.16,0.26,-6.36,0.12,2.89,0.32
2022-03-06 10:02:33,2.31,0.29,1.16,0.26,-5.78,0.13,3.18,0.32
2022-03-06 10:07:33,2.02,0.28,1.16,0.25,-6.07,0.14,3.18,0.31
2022-03-06 10:12:34,2.31,0.28,1.16,0.25,-5.78,0.14,3.18,0.31
2022-03-06 10:17:34,2.31,0.28,0.87,0.25,-5.78,0.14,2.89,0.31
2022-03-06 10:22:34,2.31,0.27,1.16,0.24,-5.50,0.14,3.18,0.30
2022-03-06 10:27:34,2.31,0.26,1.16,0.24,-5.50,0.16,2.89,0.30
2022-03-06 10:32:35,2.31,0.26,0.87,0.23,-5.21,0.16,2.89,0.29
2022-03-06 10:37:35,2.31,0.26,1.16,0.23,-4.92,0.16,2.89,0.29
2022-03-06 10:42:36,2.31,0.26,1.16,0.23,-4.63,0.16,2.89,0.29
2022-03-06 10:47:36,2.31,0.25,1.16,0.23,-4.63,0.16,2.89,0.29
2022-03-06 10:52:37,2.31,0.25,1.16,0.22,-4.05,0.16,2.89,0.29
2022-03-06 10:57:37,2.31,0.25,1.16,0.22,-4.05,0.16,2.89,0.29
2022-03-06 11:02:37,2.31,0.25,1.16,0.22,-3.76,0.16,2.60,0.29
2022-03-06 11:07:38,2.31,0.25,1.16,0.22,-3.47,0.16,2.60,0.28
2022-03-06 11:12:38,2.31,0.25,1.45,0.22,-3.18,0.16,2.60,0.28
2022-03-06 11:17:38,2.31,0.25,1.16,0.22,-2.89,0.15,2.60,0.28
2022-03-06 11:22:38,2.31,0.24,1.16,0.21,-2.31,0.14,2.60,0.28
2022-03-06 11:27:39,2.31,0.23,1.16,0.21,-2.02,0.13,2.89,0.27
2022-03-06 11:32:39,2.31,0.23,1.16,0.20,-1.74,0.12,2.89,0.26
2022-03-06 11:37:40,2.31,0.23,1.16,0.20,-1.45,0.11,2.89,0.26
2022-03-06 11:42:40,2.31,0.23,1.16,0.20,-1.16,0.10,2.60,0.26
2022-03-06 11:47:40,2.31,0.23,1.16,0.20,-0.87,0.10,2.60,0.26
2022-03-06 11:52:41,2.31,0.23,1.16,0.20,-0.87,0.09,2.60,0.26
2022-03-06 11:57:41,2.31,0.22,1.16,0.19,-0.58,0.08,2.60,0.26
2022-03-06 12:02:42,2.31,0.22,1.16,0.19,-0.29,0.07,2.89,0.25
2022-03-06 12:07:42,2.31,0.22,1.16,0.19,-0.29,0.07,2.89,0.25
2022-03-06 12:12:42,2.31,0.22,1.16,0.19,-0.29,0.06,2.89,0.25
2022-03-06 12:17:43,2.31,0.22,1.16,0.19,0.00,0.05,2.89,0.25
2022-03-06 12:22:43,2.31,0.22,1.16,0.19,0.00,0.05,2.89,0.25
2022-03-06 12:27:43,2.60,0.22,1.16,0.19,0.00,0.04,2.89,0.25
2022-03-06 12:32:44,2.60,0.22,1.16,0.19,0.29,0.03,2.89,0.25
2022-03-06 12:37:44,2.60,0.22,1.16,0.19,0.29,0.04,3.18,0.25
2022-03-06 12:42:44,2.31,0.22,1.16,0.19,0.00,0.04,2.89,0.26
2022-03-06 12:47:45,2.31,0.22,1.16,0.19,0.00,0.04,2.89,0.25
2022-03-06 12:52:46,2.31,0.22,1.16,0.19,-0.29,0.03,2.89,0.25
2022-03-06 12:57:46,2.31,0.21,1.16,0.19,-0.29,0.03,2.89,0.24
2022-03-06 13:02:46,2.31,0.20,1.16,0.18,0.00,0.02,2.89,0.23
2022-03-06 13:07:47,2.31,0.20,0.87,0.17,0.00,0.02,2.89,0.23
2022-03-06 13:12:47,2.31,0.21,1.16,0.18,0.00,0.03,2.89,0.24
2022-03-06 13:17:47,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-03-06 13:22:48,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-03-06 13:27:48,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-03-06 13:32:49,2.31,0.22,0.87,0.19,-0.29,0.03,2.89,0.25
2022-03-06 13:37:49,2.31,0.22,0.87,0.19,-0.29,0.03,2.89,0.25
2022-03-06 13:42:50,2.31,0.22,0.58,0.19,-0.29,0.02,2.89,0.25
2022-03-06 13:47:50,2.31,0.22,1.16,0.19,-0.29,0.03,2.89,0.24
2022-03-06 13:52:50,2.31,0.21,1.16,0.18,-0.29,0.02,2.89,0.24
2022-03-06 13:57:50,2.02,0.22,1.16,0.19,-0.29,0.02,2.89,0.24
2022-03-06 14:02:50,2.31,0.22,1.16,0.19,-0.58,0.03,2.89,0.25
2022-03-06 14:07:50,2.02,0.22,1.16,0.20,-0.58,0.04,2.89,0.25
2022-03-06 14:12:51,2.02,0.23,0.87,0.20,-0.58,0.04,2.89,0.26
2022-03-06 14:17:51,2.02,0.23,1.16,0.20,-0.29,0.04,2.89,0.26
2022-03-06 14:22:51,2.02,0.23,0.87,0.21,-0.58,0.04,2.89,0.26
2022-03-06 14:27:52,2.02,0.23,1.45,0.20,-0.29,0.04,2.89,0.26
2022-03-06 14:32:52,2.02,0.23,1.16,0.20,-0.58,0.04,2.89,0.26
2022-03-06 14:37:52,2.31,0.23,0.87,0.20,-0.58,0.04,2.89,0.26
2022-03-06 14:42:53,2.02,0.23,1.16,0.21,-0.58,0.04,2.89,0.26
2022-03-06 14:47:53,2.02,0.24,1.16,0.22,-0.58,0.05,2.89,0.26
2022-03-06 14:52:54,2.02,0.25,1.16,0.22,-0.58,0.05,2.89,0.26
2022-03-06 14:57:54,2.02,0.25,1.45,0.22,-0.58,0.05,2.60,0.27
2022-03-06 15:02:54,2.02,0.25,1.45,0.22,-0.58,0.05,2.60,0.27
2022-03-06 15:07:54,2.02,0.25,0.87,0.22,-0.58,0.05,2.89,0.27
2022-03-06 15:12:54,2.02,0.25,0.87,0.22,-0.58,0.05,2.60,0.26
2022-03-06 15:17:55,2.02,0.25,1.16,0.22,-0.58,0.05,2.89,0.26
2022-03-06 15:22:55,2.02,0.24,0.87,0.22,-0.87,0.05,2.89,0.26
2022-03-06 15:27:55,2.02,0.24,0.87,0.22,-0.87,0.05,2.89,0.26
2022-03-06 15:32:55,2.02,0.24,0.87,0.21,-0.87,0.05,2.89,0.26
2022-03-06 15:37:56,2.02,0.24,1.16,0.21,-0.87,0.05,2.89,0.26
2022-03-06 15:42:56,2.02,0.23,0.87,0.21,-0.87,0.05,2.89,0.26
2022-03-06 15:47:56,1.74,0.23,1.16,0.21,-0.87,0.05,2.89,0.25
2022-03-06 15:52:57,2.02,0.24,0.87,0.21,-0.87,0.05,2.89,0.26
2022-03-06 15:57:57,2.02,0.24,0.87,0.22,-0.87,0.05,2.89,0.26
2022-03-06 16:02:57,2.02,0.25,0.87,0.22,-0.87,0.05,2.89,0.26
2022-03-06 16:07:57,2.02,0.25,1.16,0.22,-0.87,0.05,2.89,0.27
2022-03-06 16:12:57,2.02,0.25,1.16,0.22,-0.87,0.05,2.60,0.27
2022-03-06 16:17:57,2.02,0.25,1.16,0.23,-0.87,0.06,2.60,0.28
2022-03-06 16:22:57,2.02,0.25,0.87,0.23,-0.87,0.06,2.60,0.28
2022-03-06 16:27:58,2.02,0.26,0.87,0.23,-1.16,0.07,2.60,0.28
2022-03-06 16:32:58,2.02,0.26,0.87,0.23,-0.87,0.07,2.60,0.28
2022-03-06 16:37:58,2.02,0.26,0.87,0.23,-1.16,0.07,2.60,0.28
2022-03-06 16:42:58,1.74,0.26,1.16,0.24,-0.87,0.07,2.60,0.29
2022-03-06 16:47:59,2.02,0.27,0.87,0.25,-1.16,0.08,2.60,0.29
2022-03-06 16:52:59,2.02,0.28,0.87,0.26,-1.16,0.08,2.31,0.30
2022-03-06 16:57:59,2.02,0.29,1.16,0.26,-0.87,0.08,2.60,0.31
2022-03-06 17:03:00,2.02,0.29,0.87,0.26,-1.16,0.09,2.31,0.31
2022-03-06 17:08:00,2.02,0.29,0.87,0.27,-1.16,0.09,2.31,0.32
2022-03-06 17:13:00,2.02,0.30,0.87,0.28,-1.16,0.10,2.31,0.32
2022-03-06 17:18:00,2.02,0.30,0.87,0.28,-1.16,0.10,2.31,0.32
2022-03-06 17:23:00,2.02,0.31,0.87,0.28,-1.16,0.10,2.31,0.33
2022-03-06 17:28:00,2.02,0.31,0.87,0.28,-1.16,0.11,2.31,0.33
2022-03-06 17:33:01,2.02,0.31,0.87,0.29,-1.16,0.11,2.31,0.34
2022-03-06 17:38:02,2.02,0.32,0.87,0.29,-1.16,0.11,2.31,0.34
2022-03-06 17:43:02,2.02,0.32,0.87,0.29,-1.16,0.11,2.31,0.34
2022-03-06 17:48:02,2.02,0.32,0.87,0.29,-1.16,0.11,2.31,0.34
2022-03-06 17:53:03,2.02,0.32,0.87,0.30,-1.45,0.11,2.31,0.34
2022-03-06 17:58:03,2.02,0.32,0.87,0.30,-1.16,0.11,2.31,0.34
2022-03-06 18:03:03,2.02,0.33,0.87,0.30,-1.16,0.12,2.31,0.35
2022-03-06 18:08:04,2.02,0.33,0.87,0.31,-1.16,0.12,2.31,0.35
2022-03-06 18:13:04,1.74,0.34,0.58,0.32,-1.45,0.13,1.74,0.36
2022-03-06 18:18:05,1.74,0.35,0.58,0.32,-1.45,0.14,1.74,0.36
2022-03-06 18:23:05,1.74,0.35,0.87,0.32,-1.45,0.14,1.74,0.36
2022-03-06 18:28:05,1.74,0.35,0.87,0.33,-1.45,0.14,1.74,0.37
2022-03-06 18:33:06,1.74,0.35,0.87,0.33,-1.45,0.14,1.74,0.37
2022-03-06 18:38:06,1.74,0.35,0.58,0.33,-1.45,0.14,1.74,0.38
2022-03-06 18:43:06,1.74,0.36,0.58,0.34,-1.45,0.15,1.74,0.38
